firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,,Birth's Per Month,,Birth's Per Day,,Birth's Per Year,,Person's Per Course,,Globe or Smart,,,
name989,lastname989,February,26,99,BS Management Engineering,639181683635.00,918.17,918,,,,,,,,,,,,
name990,lastname990,October,4,98,BS Management,639183139787.00,918.31,918,,,,,,,,,,,,
name991,lastname991,November,22,0,BS Management,639271174649.00,927.12,927,,,,,,,,,,,,
name992,lastname992,August,14,99,BS Legal Management,639275288069.00,927.53,927,,,,,,,,,,,,
name993,lastname993,July,5,0,BS Management,639188518170.00,918.85,918,,,,,,,,,,,,
name994,lastname994,May,20,98,BS Management Engineering,639277933024.00,927.79,927,,,,,,,,,,,,
name995,lastname995,June,11,99,BS IT Entrepreneurship,639278716633.00,927.87,927,,,,,,,,,,,,
name996,lastname996,May,4,98,BS Legal Management,639271598838.00,927.16,927,,,,,,,,,,,,
name997,lastname997,September,24,97,BS Management,639183332036.00,918.33,918,,,,,,,,,,,,
name998,lastname998,March,4,99,BS Comtech,639171161724.00,917.12,917,,,,,,,,,,,,
name999,lastname999,January,11,99,BS Management,639179971830.00,918.00,917,,,,,,,,,,,,
name1000,lastname1000,July,24,98,BS Legal Management,639277892057.00,927.79,927,,,,,,,,,,,,
name1001,lastname1001,October,13,99,BS Legal Management,639182265829.00,918.23,918,,,,,,,,,,,,
name1002,lastname1002,January,16,97,BS IT Entrepreneurship,639171895851.00,917.19,917,,,,,,,,,,,,
name1003,lastname1003,July,1,99,BS IT Entrepreneurship,639175775113.00,917.58,917,,,,,,,,,,,,
name1004,lastname1004,June,8,97,BS Management Engineering,639186332873.00,918.63,918,,,,,,,,,,,,
name1005,lastname1005,January,14,0,BS Management,639181074666.00,918.11,918,,,,,,,,,,,,
name1006,lastname1006,March,23,99,BS IT Entrepreneurship,639175751571.00,917.58,917,,,,,,,,,,,,
name1007,lastname1007,September,14,97,BS Management,639186739002.00,918.67,918,,,,,,,,,,,,
name1008,lastname1008,May,13,98,BS Comtech,639274557889.00,927.46,927,,,,,,,,,,,,
name1009,lastname1009,February,23,98,BS Management,639187901682.00,918.79,918,,,,,,,,,,,,
name1010,lastname1010,May,25,99,BS Management,639172547870.00,917.25,917,,,,,,,,,,,,
name1011,lastname1011,April,9,99,BS Legal Management,639186526097.00,918.65,918,,,,,,,,,,,,
name1012,lastname1012,May,14,97,BS Management,639171201564.00,917.12,917,,,,,,,,,,,,
name1013,lastname1013,September,8,97,BS Management,639278788766.00,927.88,927,,,,,,,,,,,,
name1014,lastname1014,May,1,1,BS Management Engineering,639185243684.00,918.52,918,,,,,,,,,,,,
name1015,lastname1015,March,10,97,BS Legal Management,639172094854.00,917.21,917,,,,,,,,,,,,
name1016,lastname1016,April,16,97,BS Comtech,639176108591.00,917.61,917,,,,,,,,,,,,
name1017,lastname1017,January,17,98,BS Comtech,639181988897.00,918.20,918,,,,,,,,,,,,
name1018,lastname1018,February,21,97,BS Management,639174707921.00,917.47,917,,,,,,,,,,,,
name1019,lastname1019,July,16,1,BS Management,639174153731.00,917.42,917,,,,,,,,,,,,
name1020,lastname1020,March,13,99,BS Management,639174212734.00,917.42,917,,,,,,,,,,,,
name1021,lastname1021,May,20,98,BS IT Entrepreneurship,639172865078.00,917.29,917,,,,,,,,,,,,
name1022,lastname1022,December,4,97,BS IT Entrepreneurship,639188196422.00,918.82,918,,,,,,,,,,,,
name1023,lastname1023,June,28,0,BS Legal Management,639184233021.00,918.42,918,,,,,,,,,,,,
name1024,lastname1024,September,9,98,BS Management Engineering,639177203510.00,917.72,917,,,,,,,,,,,,
name1025,lastname1025,March,8,99,BS Comtech,639187486951.00,918.75,918,,,,,,,,,,,,
name1026,lastname1026,January,15,98,BS Management,639274267423.00,927.43,927,,,,,,,,,,,,
name1027,lastname1027,January,14,99,BS Management Engineering,639275568003.00,927.56,927,,,,,,,,,,,,
name1028,lastname1028,June,28,99,BS Management,639275711913.00,927.57,927,,,,,,,,,,,,
name1029,lastname1029,September,11,99,BS Comtech,639271207807.00,927.12,927,,,,,,,,,,,,
name1030,lastname1030,April,7,1,BS Legal Management,639173276289.00,917.33,917,,,,,,,,,,,,
name1031,lastname1031,August,21,99,BS IT Entrepreneurship,639184464044.00,918.45,918,,,,,,,,,,,,
name1032,lastname1032,December,26,99,BS Comtech,639179599685.00,917.96,917,,,,,,,,,,,,
name1033,lastname1033,May,16,98,BS Comtech,639183717071.00,918.37,918,,,,,,,,,,,,
name1034,lastname1034,December,15,0,BS Management,639277771235.00,927.78,927,,,,,,,,,,,,
name1035,lastname1035,June,1,99,BS Comtech,639186576901.00,918.66,918,,,,,,,,,,,,
name1036,lastname1036,June,3,0,BS Management,639274656997.00,927.47,927,,,,,,,,,,,,
name1037,lastname1037,January,19,1,BS IT Entrepreneurship,639187778386.00,918.78,918,,,,,,,,,,,,
name1038,lastname1038,January,22,99,BS Management Engineering,639185918053.00,918.59,918,,,,,,,,,,,,
name1039,lastname1039,January,16,0,BS Management Engineering,639176045494.00,917.60,917,,,,,,,,,,,,
name1040,lastname1040,December,6,97,BS Management Engineering,639186315507.00,918.63,918,,,,,,,,,,,,
name1041,lastname1041,February,12,98,BS Comtech,639178033974.00,917.80,917,,,,,,,,,,,,
name1042,lastname1042,December,24,97,BS Legal Management,639188216331.00,918.82,918,,,,,,,,,,,,
name1043,lastname1043,March,13,99,BS Comtech,639277602707.00,927.76,927,,,,,,,,,,,,
name1044,lastname1044,July,2,97,BS IT Entrepreneurship,639183499660.00,918.35,918,,,,,,,,,,,,
name1045,lastname1045,May,21,97,BS Comtech,639277135773.00,927.71,927,,,,,,,,,,,,
name1046,lastname1046,May,22,1,BS Management,639172144255.00,917.21,917,,,,,,,,,,,,
name1047,lastname1047,May,25,98,BS Legal Management,639183403323.00,918.34,918,,,,,,,,,,,,
name1048,lastname1048,March,25,98,BS Management Engineering,639273974986.00,927.40,927,,,,,,,,,,,,
name1049,lastname1049,February,1,97,BS Management Engineering,639176689753.00,917.67,917,,,,,,,,,,,,
name1050,lastname1050,July,28,98,BS IT Entrepreneurship,639174676080.00,917.47,917,,,,,,,,,,,,
name1051,lastname1051,June,9,1,BS Management Engineering,639273712566.00,927.37,927,,,,,,,,,,,,
name1052,lastname1052,April,6,97,BS Legal Management,639172275205.00,917.23,917,,,,,,,,,,,,
name1053,lastname1053,April,9,0,BS IT Entrepreneurship,639171059613.00,917.11,917,,,,,,,,,,,,
name1054,lastname1054,November,7,98,BS Management Engineering,639183397033.00,918.34,918,,,,,,,,,,,,
name1055,lastname1055,August,23,99,BS Comtech,639189598550.00,918.96,918,,,,,,,,,,,,
name1056,lastname1056,April,6,99,BS IT Entrepreneurship,639183547812.00,918.35,918,,,,,,,,,,,,
name1057,lastname1057,February,28,1,BS Management Engineering,639185144755.00,918.51,918,,,,,,,,,,,,
name1058,lastname1058,November,12,1,BS Legal Management,639271978951.00,927.20,927,,,,,,,,,,,,
name1059,lastname1059,April,11,98,BS IT Entrepreneurship,639186804779.00,918.68,918,,,,,,,,,,,,
name1060,lastname1060,July,1,0,BS Comtech,639186456025.00,918.65,918,,,,,,,,,,,,
name1061,lastname1061,May,24,97,BS Comtech,639173713839.00,917.37,917,,,,,,,,,,,,
name1062,lastname1062,July,19,98,BS Management Engineering,639273617293.00,927.36,927,,,,,,,,,,,,
name1063,lastname1063,January,13,97,BS IT Entrepreneurship,639181821959.00,918.18,918,,,,,,,,,,,,
name1064,lastname1064,March,7,0,BS Comtech,639178184976.00,917.82,917,,,,,,,,,,,,
name1065,lastname1065,April,8,99,BS Management,639182473215.00,918.25,918,,,,,,,,,,,,
name1066,lastname1066,January,28,97,BS Management Engineering,639273443571.00,927.34,927,,,,,,,,,,,,
name1067,lastname1067,October,3,99,BS Legal Management,639175575859.00,917.56,917,,,,,,,,,,,,
name1068,lastname1068,July,4,97,BS Comtech,639187053092.00,918.71,918,,,,,,,,,,,,
name1069,lastname1069,May,23,99,BS IT Entrepreneurship,639183506711.00,918.35,918,,,,,,,,,,,,
name1070,lastname1070,February,18,99,BS IT Entrepreneurship,639185697640.00,918.57,918,,,,,,,,,,,,
name1071,lastname1071,January,14,99,BS Comtech,639184745680.00,918.47,918,,,,,,,,,,,,
name1072,lastname1072,August,13,99,BS Comtech,639184412380.00,918.44,918,,,,,,,,,,,,
name1073,lastname1073,October,1,97,BS IT Entrepreneurship,639173339074.00,917.33,917,,,,,,,,,,,,
name1074,lastname1074,February,26,98,BS Management,639272315102.00,927.23,927,,,,,,,,,,,,
name1075,lastname1075,August,22,0,BS Comtech,639187729445.00,918.77,918,,,,,,,,,,,,
name1076,lastname1076,June,19,98,BS IT Entrepreneurship,639277677062.00,927.77,927,,,,,,,,,,,,
name1077,lastname1077,August,1,97,BS Comtech,639172224027.00,917.22,917,,,,,,,,,,,,
name1078,lastname1078,August,18,98,BS Management,639173726091.00,917.37,917,,,,,,,,,,,,
name1079,lastname1079,October,7,99,BS Management Engineering,639185988688.00,918.60,918,,,,,,,,,,,,
name1080,lastname1080,November,17,0,BS Management Engineering,639275008664.00,927.50,927,,,,,,,,,,,,
name1081,lastname1081,December,5,99,BS Management Engineering,639279043251.00,927.90,927,,,,,,,,,,,,
name1082,lastname1082,January,28,0,BS Management Engineering,639188538895.00,918.85,918,,,,,,,,,,,,
name1083,lastname1083,December,15,98,BS IT Entrepreneurship,639188674047.00,918.87,918,,,,,,,,,,,,
name1084,lastname1084,February,27,99,BS Management,639277805516.00,927.78,927,,,,,,,,,,,,
name1085,lastname1085,June,28,1,BS Comtech,639177398316.00,917.74,917,,,,,,,,,,,,
name1086,lastname1086,April,28,97,BS Management,639172578186.00,917.26,917,,,,,,,,,,,,
name1087,lastname1087,March,28,98,BS Management Engineering,639276927290.00,927.69,927,,,,,,,,,,,,
name1088,lastname1088,September,5,99,BS IT Entrepreneurship,639273041355.00,927.30,927,,,,,,,,,,,,
name1089,lastname1089,April,25,99,BS Comtech,639189558221.00,918.96,918,,,,,,,,,,,,
name1090,lastname1090,July,27,0,BS Comtech,639186132252.00,918.61,918,,,,,,,,,,,,
name1091,lastname1091,February,24,99,BS Management,639277408593.00,927.74,927,,,,,,,,,,,,
name1092,lastname1092,February,17,0,BS Management Engineering,639276581569.00,927.66,927,,,,,,,,,,,,
name1093,lastname1093,May,23,97,BS Management Engineering,639273256671.00,927.33,927,,,,,,,,,,,,
name1094,lastname1094,June,25,0,BS Management Engineering,639178578412.00,917.86,917,,,,,,,,,,,,
name1095,lastname1095,January,26,97,BS IT Entrepreneurship,639173433386.00,917.34,917,,,,,,,,,,,,
name1096,lastname1096,July,21,1,BS IT Entrepreneurship,639278624541.00,927.86,927,,,,,,,,,,,,
name1097,lastname1097,July,2,0,BS IT Entrepreneurship,639186459539.00,918.65,918,,,,,,,,,,,,
name1098,lastname1098,January,15,99,BS Management Engineering,639273818143.00,927.38,927,,,,,,,,,,,,
name1099,lastname1099,March,22,1,BS Management,639182424918.00,918.24,918,,,,,,,,,,,,
name1100,lastname1100,November,19,97,BS Legal Management,639183526064.00,918.35,918,,,,,,,,,,,,
name1101,lastname1101,April,5,0,BS IT Entrepreneurship,639172256387.00,917.23,917,,,,,,,,,,,,
name1102,lastname1102,May,14,99,BS Legal Management,639273579725.00,927.36,927,,,,,,,,,,,,
name1103,lastname1103,June,4,1,BS Management Engineering,639178115416.00,917.81,917,,,,,,,,,,,,
name1104,lastname1104,December,12,99,BS Comtech,639271552357.00,927.16,927,,,,,,,,,,,,
name1105,lastname1105,March,23,99,BS Management Engineering,639276597601.00,927.66,927,,,,,,,,,,,,
name1106,lastname1106,October,26,98,BS Legal Management,639175799310.00,917.58,917,,,,,,,,,,,,
name1107,lastname1107,December,14,0,BS Management,639188995954.00,918.90,918,,,,,,,,,,,,
name1108,lastname1108,April,21,97,BS IT Entrepreneurship,639185972109.00,918.60,918,,,,,,,,,,,,
name1109,lastname1109,August,18,97,BS Management,639273312469.00,927.33,927,,,,,,,,,,,,
name1110,lastname1110,November,23,97,BS Comtech,639278574325.00,927.86,927,,,,,,,,,,,,
name1111,lastname1111,March,17,1,BS Comtech,639177456591.00,917.75,917,,,,,,,,,,,,
name1112,lastname1112,February,25,98,BS Legal Management,639278204602.00,927.82,927,,,,,,,,,,,,
name1113,lastname1113,June,8,97,BS IT Entrepreneurship,639175413617.00,917.54,917,,,,,,,,,,,,
name1114,lastname1114,June,16,98,BS IT Entrepreneurship,639175614702.00,917.56,917,,,,,,,,,,,,
name1115,lastname1115,February,25,97,BS Management Engineering,639171034403.00,917.10,917,,,,,,,,,,,,
name1116,lastname1116,January,4,99,BS Management,639174728417.00,917.47,917,,,,,,,,,,,,
name1117,lastname1117,April,25,1,BS IT Entrepreneurship,639189628354.00,918.96,918,,,,,,,,,,,,
name1118,lastname1118,July,23,98,BS Management,639277804566.00,927.78,927,,,,,,,,,,,,
name1119,lastname1119,July,17,1,BS IT Entrepreneurship,639185309778.00,918.53,918,,,,,,,,,,,,
name1120,lastname1120,March,10,99,BS Management,639185014512.00,918.50,918,,,,,,,,,,,,
name1121,lastname1121,December,17,98,BS Legal Management,639184394303.00,918.44,918,,,,,,,,,,,,
name1122,lastname1122,January,3,98,BS Legal Management,639173108397.00,917.31,917,,,,,,,,,,,,
name1123,lastname1123,September,2,1,BS Legal Management,639176863457.00,917.69,917,,,,,,,,,,,,
name1124,lastname1124,January,1,98,BS Management Engineering,639279952764.00,928.00,927,,,,,,,,,,,,
name1125,lastname1125,June,20,99,BS IT Entrepreneurship,639273251153.00,927.33,927,,,,,,,,,,,,
name1126,lastname1126,May,2,98,BS Management,639273837195.00,927.38,927,,,,,,,,,,,,
name1127,lastname1127,July,28,99,BS IT Entrepreneurship,639178596198.00,917.86,917,,,,,,,,,,,,
name1128,lastname1128,February,16,1,BS Comtech,639186339731.00,918.63,918,,,,,,,,,,,,
name1129,lastname1129,January,17,98,BS IT Entrepreneurship,639175889566.00,917.59,917,,,,,,,,,,,,
name1130,lastname1130,November,14,97,BS Legal Management,639277773805.00,927.78,927,,,,,,,,,,,,
name1131,lastname1131,December,6,98,BS Legal Management,639188223585.00,918.82,918,,,,,,,,,,,,
name1132,lastname1132,June,12,97,BS Legal Management,639182607816.00,918.26,918,,,,,,,,,,,,
name1133,lastname1133,May,26,98,BS Comtech,639173672891.00,917.37,917,,,,,,,,,,,,
name1134,lastname1134,June,26,98,BS Management,639273939901.00,927.39,927,,,,,,,,,,,,
name1135,lastname1135,October,23,0,BS IT Entrepreneurship,639174313651.00,917.43,917,,,,,,,,,,,,
name1136,lastname1136,August,12,98,BS IT Entrepreneurship,639274046189.00,927.40,927,,,,,,,,,,,,
name1137,lastname1137,March,2,1,BS IT Entrepreneurship,639174216329.00,917.42,917,,,,,,,,,,,,
name1138,lastname1138,January,27,98,BS Legal Management,639186613666.00,918.66,918,,,,,,,,,,,,
name1139,lastname1139,March,7,99,BS IT Entrepreneurship,639172681923.00,917.27,917,,,,,,,,,,,,
name1140,lastname1140,July,10,97,BS Comtech,639188257903.00,918.83,918,,,,,,,,,,,,
name1141,lastname1141,August,8,97,BS Management Engineering,639279258074.00,927.93,927,,,,,,,,,,,,
name1142,lastname1142,January,13,98,BS IT Entrepreneurship,639188873826.00,918.89,918,,,,,,,,,,,,
name1143,lastname1143,January,22,1,BS Management,639171981630.00,917.20,917,,,,,,,,,,,,
name1144,lastname1144,March,5,97,BS Comtech,639185988378.00,918.60,918,,,,,,,,,,,,
name1145,lastname1145,March,26,1,BS Management Engineering,639185314245.00,918.53,918,,,,,,,,,,,,
name1146,lastname1146,January,3,99,BS Management Engineering,639272133415.00,927.21,927,,,,,,,,,,,,
name1147,lastname1147,December,18,98,BS Comtech,639273049604.00,927.30,927,,,,,,,,,,,,
name1148,lastname1148,May,23,99,BS Management,639173743789.00,917.37,917,,,,,,,,,,,,
name1149,lastname1149,August,9,97,BS Legal Management,639272652172.00,927.27,927,,,,,,,,,,,,
name1150,lastname1150,February,22,98,BS Management,639181163123.00,918.12,918,,,,,,,,,,,,
name1151,lastname1151,May,13,99,BS IT Entrepreneurship,639174439793.00,917.44,917,,,,,,,,,,,,
name1152,lastname1152,September,22,98,BS Management Engineering,639272637472.00,927.26,927,,,,,,,,,,,,
name1153,lastname1153,May,2,97,BS Management Engineering,639177288061.00,917.73,917,,,,,,,,,,,,
name1154,lastname1154,April,13,99,BS Management,639187317945.00,918.73,918,,,,,,,,,,,,
name1155,lastname1155,September,10,97,BS Comtech,639174808509.00,917.48,917,,,,,,,,,,,,
name1156,lastname1156,March,17,98,BS IT Entrepreneurship,639176169950.00,917.62,917,,,,,,,,,,,,
name1157,lastname1157,April,12,0,BS IT Entrepreneurship,639182345209.00,918.23,918,,,,,,,,,,,,
name1158,lastname1158,June,14,1,BS IT Entrepreneurship,639183895381.00,918.39,918,,,,,,,,,,,,
name1159,lastname1159,December,13,99,BS Legal Management,639177111400.00,917.71,917,,,,,,,,,,,,
name1160,lastname1160,March,6,98,BS IT Entrepreneurship,639171319290.00,917.13,917,,,,,,,,,,,,
name1161,lastname1161,June,21,1,BS Comtech,639278431852.00,927.84,927,,,,,,,,,,,,
name1162,lastname1162,July,25,97,BS IT Entrepreneurship,639271873418.00,927.19,927,,,,,,,,,,,,
name1163,lastname1163,December,6,99,BS Comtech,639179223662.00,917.92,917,,,,,,,,,,,,
name1164,lastname1164,February,23,97,BS Comtech,639271811014.00,927.18,927,,,,,,,,,,,,
name1165,lastname1165,January,12,98,BS Management,639183066443.00,918.31,918,,,,,,,,,,,,
name1166,lastname1166,November,16,1,BS Management,639178575459.00,917.86,917,,,,,,,,,,,,
name1167,lastname1167,January,6,99,BS Management Engineering,639174809480.00,917.48,917,,,,,,,,,,,,
name1168,lastname1168,August,10,98,BS IT Entrepreneurship,639189651161.00,918.97,918,,,,,,,,,,,,
name1169,lastname1169,May,26,98,BS Management Engineering,639273711482.00,927.37,927,,,,,,,,,,,,
name1170,lastname1170,August,22,99,BS IT Entrepreneurship,639178997261.00,917.90,917,,,,,,,,,,,,
name1171,lastname1171,August,21,99,BS Management Engineering,639178809465.00,917.88,917,,,,,,,,,,,,
name1172,lastname1172,December,24,1,BS IT Entrepreneurship,639274958365.00,927.50,927,,,,,,,,,,,,
name1173,lastname1173,July,6,97,BS Legal Management,639272512618.00,927.25,927,,,,,,,,,,,,
name1174,lastname1174,April,28,97,BS Management,639279299497.00,927.93,927,,,,,,,,,,,,
name1175,lastname1175,March,26,98,BS Management,639189696633.00,918.97,918,,,,,,,,,,,,
name1176,lastname1176,March,10,97,BS Management Engineering,639278701377.00,927.87,927,,,,,,,,,,,,
name1177,lastname1177,October,5,99,BS Legal Management,639172297640.00,917.23,917,,,,,,,,,,,,
name1178,lastname1178,January,17,99,BS Legal Management,639272729809.00,927.27,927,,,,,,,,,,,,
name1179,lastname1179,September,6,98,BS Management,639176059226.00,917.61,917,,,,,,,,,,,,
name1180,lastname1180,December,27,98,BS Management Engineering,639183014221.00,918.30,918,,,,,,,,,,,,
name1181,lastname1181,June,11,98,BS Legal Management,639171071646.00,917.11,917,,,,,,,,,,,,
name1182,lastname1182,April,22,97,BS Legal Management,639278821975.00,927.88,927,,,,,,,,,,,,
name1183,lastname1183,October,13,1,BS Management,639174528402.00,917.45,917,,,,,,,,,,,,
name1184,lastname1184,August,6,98,BS Management,639173766822.00,917.38,917,,,,,,,,,,,,
name1185,lastname1185,August,14,0,BS Legal Management,639183813967.00,918.38,918,,,,,,,,,,,,
name1186,lastname1186,May,26,97,BS Legal Management,639272321448.00,927.23,927,,,,,,,,,,,,
name1187,lastname1187,September,23,99,BS Management,639279696019.00,927.97,927,,,,,,,,,,,,
name1188,lastname1188,July,6,97,BS Legal Management,639171151871.00,917.12,917,,,,,,,,,,,,
